"","year","care.virtue","care.vice","fairness.virtue","fairness.vice","loyalty.virtue","loyalty.vice","authority.virtue","authority.vice","sanctity.virtue","sanctity.vice","len","n"
"1","1993",4.90393723284777,1.49124422492856,5.830594267879,0.465090276826024,34.6074551214615,0.00210173669915808,15.67305009624,0.426738962111331,3.17914748160353,44.7582285492722,5491150,1305
"2","1994",10.8019250008445,3.15817619752244,9.67582652922875,0.871908145145042,74.5943667518935,0.00210219965154881,31.3489123476657,1.0391751610766,7.05715360354545,88.9919848606533,9778421,2617
"3","1995",21.998468250169,6.3703597506913,19.9344088815487,1.82352462159819,144.563350063696,0.00651274831414389,65.9176577791719,2.08096101586917,12.4786654310828,170.94374479373,17593580,5138
"4","1996",47.060824628311,12.7382268634602,34.7685699485978,3.68332873573291,285.916403806064,0.0078921666313047,116.06848982303,3.82405619145033,20.7704089308415,335.377253359085,41459499,9494
"5","1997",48.1326644673885,13.6148034335027,36.9810792796132,3.895794195021,310.615544692511,0.00817252582385465,119.622481212964,3.81347011778885,21.4815820409748,371.613564705061,47031071,10119
"6","1998",49.4658926807696,13.7146680672838,39.4126170558632,4.17118059644861,301.773665749565,0.0505284739348526,116.598946985319,3.69891396036542,20.8987280593943,385.553441615883,48047548,10094
"7","1999",47.8249808826654,14.2965396255438,37.2418858479651,3.95982014083488,274.634668202225,0.142937780621733,113.045503125303,3.69233964796955,20.6358619705544,374.362768560009,49208729,9851
"8","2000",47.6839355538867,15.1715992201534,37.09268386441,3.90115062543133,254.18142572776,0.229408904973404,108.647544819418,3.64643186025848,20.1404978808487,377.941096862257,49867433,9654
"9","2001",45.3557703124449,14.6137404263192,35.4800273580782,3.55926139446349,216.611672167976,0.244667780931274,99.2414163745675,3.13966415025224,18.04134029596,383.868335886875,46769752,8947
"10","2002",45.3612993913151,13.5783565566786,33.4442888267006,3.30018058433574,190.02633125405,0.242880763131713,92.4608569287791,2.89462939388215,16.3893735623818,378.053287221105,45666005,8350
"11","2003",46.6531265757832,12.1116904959932,32.3452169940344,3.09570165023634,168.257979241871,0.254332113205755,87.5596385833016,2.63300061323033,14.7370892947144,489.329470765743,44367092,8409
"12","2004",50.0174989692837,12.135505336352,34.3031848547715,4.67999113096396,159.162477371652,0.290223642510886,87.866841349462,2.56657488871733,14.7838820800201,591.672654523178,47899541,8982
"13","2005",56.0780237058091,11.9906806502541,34.2663996770571,4.72499386188753,159.642182581521,0.188654251924325,87.3310548676459,2.59101544250048,15.4950066032341,535.239283017649,43536077,8978
"14","2006",35.3070938714229,11.6034096551856,28.5628425839226,4.76788387527611,155.007914823923,0.16176188364447,96.8798471697705,2.33676990729391,15.3831159150562,630.297905620812,39377563,8932
"15","2007",37.201751123519,12.1271659812086,27.035092466871,4.56035845476057,153.950624842177,0.180261133302095,92.9249586271127,2.25244338429962,15.3672587771464,518.598052774857,39612843,8408
"16","2008",48.7388737013138,15.9398191250029,33.3618495670449,5.86521705217821,200.362539734495,0.200702689428034,107.270886746773,2.62109269321394,18.8244315049713,366.854677628797,46013360,9296
"17","2009",51.2502574839713,16.2792177090735,33.8667877970456,5.90179129599632,205.560131392422,0.186787107965134,110.317392931819,2.68326168646369,19.7513029356358,347.019798095087,46214039,9268
"18","2010",51.1074052394093,15.6546733047196,33.0725964994623,5.5703671443558,195.178175392797,0.171652060856433,108.160616381884,2.59889555503348,18.564662628286,330.010291149879,46263536,8905
"19","2011",49.4202150391574,15.1055628852635,31.9609345027284,5.04671855347899,186.118573642107,0.175381418464231,103.643373232074,2.47863208083576,18.7351895645283,330.048323582015,45006365,8592
"20","2012",47.1454240097827,14.4485374124556,30.6364362311869,4.61060689462133,174.314839133462,0.1570445477072,98.1354604740295,2.35879916270096,17.7879174141522,328.491174858446,43427990,8258
"21","2013",46.715464529475,14.4918837692542,29.2776373687384,4.1289097145022,166.563515558737,0.153392562352272,95.3320205340549,2.2098202007493,17.1130639971384,356.833729623555,42984767,8153
"22","2014",46.959181858951,14.4625713240146,28.4552023032207,3.78189645877334,159.939285508197,0.156670640558627,92.1500139360841,2.18297353238804,16.6121775080703,366.225448898666,43203618,7987
"23","2015",46.7324166160527,14.0688079255361,27.2154666449824,3.67891439587008,154.425299162993,0.160129244442258,87.6134142368318,2.10234961709185,16.1328881056028,371.835896926118,42215041,7707
"24","2016",45.9092070521515,13.6627023759457,26.2648002829012,3.42272626668932,147.170990831495,0.14399912203618,84.8078214062901,2.03521387102763,15.9589044112503,404.732060969493,40516895,7574
"25","2017",44.2798553734939,13.2326195846658,25.400388475627,3.27400420240186,140.366741233171,0.153627586654824,81.1776594762935,1.93846568704786,14.9437629101188,367.11284091741,39981404,7161
"26","2018",44.209000537649,13.1968013587595,25.3895434980252,3.22029773477558,134.833125174712,0.152641646661569,78.5817905260718,1.97600866543765,14.4989757130366,376.762443838575,39636562,6984
"27","2019",43.4617374807168,13.0287997930289,24.1007025562216,3.09810837884161,129.182522060155,0.158684733917134,75.5760181055244,1.82255680502783,14.0726838213196,386.117899742515,39580775,6783
"28","2020",51.5897812574195,13.6209358946813,26.636676361369,3.263489673254,135.804389608715,0.211972506396866,74.0722991464289,1.94629109179504,13.6816619687693,405.711038667009,44589625,6955
